rollout/success_rate,rollout/ep_len_mean,time/total_timesteps,time/fps,rollout/ep_rew_mean,curriculum/epsilon,train/critic_loss,time/episodes,train/n_updates,train/actor_loss,time/time_elapsed,train/learning_rate,train/ent_coef_loss,train/ent_coef,eval/clean_success_rate,eval/clean_mean_d
1.0,50.0,44400,57,-1.73,0.0,0.023772524669766426,888,44299,-1.9697070121765137,769,0.0003,0.17498135566711426,0.0026132359635084867,,
1.0,50.0,44600,57,-1.73,0.0,0.027379747480154037,892,44499,-2.0722551345825195,772,0.0003,-2.8399744033813477,0.002529882825911045,,
1.0,50.0,44800,57,-1.71,0.0,0.019591152667999268,896,44699,-1.9957478046417236,775,0.0003,0.33114367723464966,0.0024730593431741,,
1.0,50.0,45000,57,-1.72,0.0,0.024044528603553772,900,44899,-1.9686747789382935,780,0.0003,0.014657855033874512,0.002460518153384328,1.0,0.01415743451710863
1.0,50.0,45200,57,-1.7,0.0,0.020389150828123093,904,45099,-2.049081325531006,783,0.0003,-0.4182063043117523,0.0024938383139669895,,
1.0,50.0,45400,57,-1.69,0.0,0.02053377404808998,908,45299,-2.091681718826294,786,0.0003,-1.2659809589385986,0.0024694050662219524,,
1.0,50.0,45600,57,-1.68,0.0,0.02622709795832634,912,45499,-1.969354510307312,789,0.0003,0.7473301887512207,0.0024784414563328028,,
1.0,50.0,45800,57,-1.63,0.0,0.015950314700603485,916,45699,-2.054274082183838,793,0.0003,-1.1253795623779297,0.002481388160958886,,
1.0,50.0,46000,57,-1.63,0.0,0.022772181779146194,920,45899,-1.9196045398712158,796,0.0003,1.704277753829956,0.002511847298592329,,
1.0,50.0,46200,57,-1.68,0.0,0.03282467648386955,924,46099,-2.0899083614349365,799,0.0003,-1.5799500942230225,0.0024777052458375692,,
1.0,50.0,46400,57,-1.74,0.0,0.01906604878604412,928,46299,-1.9110791683197021,802,0.0003,-1.0863630771636963,0.0025290106423199177,,
1.0,50.0,46600,57,-1.72,0.0,0.021753743290901184,932,46499,-2.082157611846924,806,0.0003,-0.9544245004653931,0.002529116813093424,,
1.0,50.0,46800,57,-1.69,0.0,0.026520218700170517,936,46699,-1.855682373046875,809,0.0003,-1.4581189155578613,0.0025040358304977417,,
